Day,	Outlook,	Temperature,	Humidity,	Wind
D2677,	Rain,	Mild,	Normal,	Strong
D2678,	Rain,	Hot,	High,	Weak
D2679,	Rain,	Cool,	High,	Strong
D2680,	Rain,	Hot,	High,	Strong
D2681,	Sunny,	Cool,	Normal,	Strong
D2682,	Overcast,	Mild,	Normal,	Weak
D2683,	Overcast,	Hot,	Normal,	Strong
D2684,	Rain,	Cool,	High,	Strong
D2685,	Rain,	Hot,	Normal,	Strong
D2686,	Rain,	Cool,	Normal,	Weak
D2687,	Rain,	Mild,	High,	Weak
D2688,	Overcast,	Mild,	High,	Weak
D2689,	Sunny,	Mild,	Normal,	Weak
D2690,	Overcast,	Cool,	Normal,	Strong
D2691,	Sunny,	Mild,	High,	Strong
D2692,	Sunny,	Hot,	Normal,	Weak
D2693,	Sunny,	Hot,	High,	Weak
D2694,	Overcast,	Cool,	Normal,	Strong
D2695,	Sunny,	Hot,	High,	Strong
D2696,	Overcast,	Mild,	Normal,	Weak
D2697,	Rain,	Mild,	High,	Weak
D2698,	Sunny,	Mild,	Normal,	Strong
D2699,	Rain,	Mild,	High,	Strong
D2700,	Overcast,	Hot,	High,	Strong
D2701,	Rain,	Cool,	Normal,	Weak
D2702,	Overcast,	Mild,	Normal,	Strong
D2703,	Rain,	Cool,	High,	Strong
D2704,	Sunny,	Cool,	Normal,	Strong
D2705,	Overcast,	Hot,	High,	Strong
D2706,	Overcast,	Cool,	Normal,	Weak
D2707,	Overcast,	Mild,	High,	Strong
D2708,	Sunny,	Cool,	Normal,	Strong
D2709,	Sunny,	Hot,	High,	Strong
D2710,	Rain,	Mild,	Normal,	Weak
D2711,	Sunny,	Mild,	High,	Weak
D2712,	Sunny,	Cool,	Normal,	Weak
D2713,	Overcast,	Hot,	High,	Weak
D2714,	Sunny,	Mild,	Normal,	Strong
D2715,	Rain,	Mild,	High,	Strong
D2716,	Rain,	Hot,	High,	Strong
D2717,	Sunny,	Mild,	Normal,	Weak
D2718,	Sunny,	Mild,	High,	Weak
D2719,	Overcast,	Hot,	Normal,	Weak
D2720,	Overcast,	Hot,	High,	Weak
D2721,	Rain,	Hot,	Normal,	Strong
D2722,	Overcast,	Cool,	High,	Strong
D2723,	Rain,	Cool,	Normal,	Strong
D2724,	Overcast,	Hot,	Normal,	Weak
D2725,	Rain,	Hot,	Normal,	Weak
D2726,	Overcast,	Cool,	High,	Strong
D2727,	Sunny,	Hot,	Normal,	Strong
D2728,	Sunny,	Mild,	Normal,	Weak
D2729,	Sunny,	Hot,	High,	Weak
D2730,	Rain,	Hot,	High,	Strong
D2731,	Overcast,	Hot,	High,	Weak
D2732,	Rain,	Mild,	Normal,	Weak
D2733,	Overcast,	Mild,	High,	Strong
D2734,	Overcast,	Mild,	High,	Weak
D2735,	Sunny,	Mild,	High,	Weak
D2736,	Rain,	Cool,	High,	Weak
D2737,	Rain,	Hot,	Normal,	Strong
D2738,	Sunny,	Hot,	High,	Weak
D2739,	Sunny,	Mild,	Normal,	Weak
D2740,	Rain,	Cool,	Normal,	Strong
D2741,	Overcast,	Cool,	Normal,	Weak
D2742,	Sunny,	Cool,	High,	Weak
D2743,	Sunny,	Mild,	Normal,	Weak
D2744,	Sunny,	Cool,	Normal,	Weak
D2745,	Overcast,	Mild,	High,	Strong
D2746,	Rain,	Hot,	Normal,	Weak
D2747,	Overcast,	Mild,	High,	Strong
D2748,	Overcast,	Cool,	Normal,	Strong
D2749,	Overcast,	Hot,	Normal,	Strong
D2750,	Overcast,	Cool,	Normal,	Weak
D2751,	Overcast,	Cool,	Normal,	Strong
D2752,	Sunny,	Mild,	High,	Strong
D2753,	Rain,	Hot,	High,	Strong
D2754,	Overcast,	Cool,	Normal,	Weak
D2755,	Overcast,	Cool,	High,	Weak
D2756,	Rain,	Mild,	Normal,	Weak
D2757,	Rain,	Mild,	High,	Weak
D2758,	Overcast,	Hot,	High,	Strong
D2759,	Rain,	Hot,	High,	Strong
D2760,	Rain,	Cool,	High,	Strong
D2761,	Sunny,	Mild,	High,	Strong
D2762,	Sunny,	Mild,	Normal,	Strong
D2763,	Sunny,	Hot,	Normal,	Weak
D2764,	Sunny,	Mild,	Normal,	Strong
D2765,	Rain,	Hot,	High,	Weak
D2766,	Rain,	Mild,	Normal,	Strong
D2767,	Overcast,	Hot,	High,	Strong
D2768,	Rain,	Hot,	Normal,	Strong
D2769,	Overcast,	Cool,	High,	Strong
D2770,	Overcast,	Mild,	Normal,	Strong
D2771,	Overcast,	Cool,	Normal,	Strong
D2772,	Sunny,	Mild,	Normal,	Strong
D2773,	Rain,	Hot,	Normal,	Strong
D2774,	Overcast,	Hot,	Normal,	Strong
D2775,	Overcast,	Mild,	High,	Weak
D2776,	Sunny,	Cool,	Normal,	Weak
D2777,	Rain,	Cool,	Normal,	Weak
D2778,	Overcast,	Hot,	Normal,	Weak
D2779,	Sunny,	Hot,	High,	Strong
D2780,	Overcast,	Cool,	High,	Strong
D2781,	Rain,	Cool,	Normal,	Strong
D2782,	Sunny,	Mild,	High,	Strong
D2783,	Overcast,	Mild,	High,	Strong
D2784,	Sunny,	Hot,	High,	Weak
D2785,	Rain,	Cool,	High,	Strong
D2786,	Sunny,	Hot,	Normal,	Weak
D2787,	Rain,	Cool,	High,	Strong
D2788,	Sunny,	Hot,	Normal,	Strong
D2789,	Sunny,	Mild,	High,	Weak
D2790,	Sunny,	Cool,	High,	Strong
D2791,	Overcast,	Mild,	Normal,	Weak
D2792,	Overcast,	Hot,	Normal,	Strong
D2793,	Sunny,	Cool,	Normal,	Strong
D2794,	Overcast,	Mild,	Normal,	Strong
D2795,	Rain,	Hot,	Normal,	Strong
D2796,	Sunny,	Mild,	High,	Weak
D2797,	Overcast,	Cool,	Normal,	Strong
D2798,	Overcast,	Cool,	Normal,	Strong
D2799,	Sunny,	Mild,	Normal,	Strong
D2800,	Overcast,	Hot,	High,	Strong
D2801,	Sunny,	Mild,	Normal,	Weak
D2802,	Overcast,	Cool,	High,	Weak
D2803,	Overcast,	Cool,	Normal,	Weak
D2804,	Overcast,	Mild,	Normal,	Weak
D2805,	Sunny,	Mild,	Normal,	Weak
D2806,	Sunny,	Mild,	Normal,	Weak
D2807,	Sunny,	Cool,	Normal,	Strong
D2808,	Rain,	Hot,	Normal,	Strong
D2809,	Sunny,	Cool,	High,	Strong
D2810,	Rain,	Cool,	High,	Strong
D2811,	Overcast,	Hot,	Normal,	Weak
D2812,	Rain,	Cool,	High,	Weak
D2813,	Overcast,	Hot,	Normal,	Weak
D2814,	Rain,	Mild,	Normal,	Weak
D2815,	Sunny,	Cool,	High,	Weak
D2816,	Sunny,	Mild,	High,	Weak
D2817,	Sunny,	Cool,	High,	Strong
D2818,	Sunny,	Mild,	High,	Strong
D2819,	Sunny,	Hot,	Normal,	Strong
D2820,	Sunny,	Mild,	High,	Strong
D2821,	Overcast,	Cool,	High,	Strong
D2822,	Rain,	Hot,	Normal,	Weak
D2823,	Rain,	Hot,	High,	Weak
D2824,	Sunny,	Cool,	High,	Weak
D2825,	Overcast,	Hot,	Normal,	Strong
D2826,	Rain,	Mild,	Normal,	Strong
D2827,	Sunny,	Cool,	High,	Strong
D2828,	Sunny,	Hot,	Normal,	Weak
D2829,	Overcast,	Hot,	Normal,	Weak
D2830,	Rain,	Mild,	Normal,	Weak
D2831,	Rain,	Mild,	Normal,	Strong
D2832,	Rain,	Mild,	High,	Weak
D2833,	Rain,	Mild,	Normal,	Strong
D2834,	Rain,	Cool,	Normal,	Strong
D2835,	Sunny,	Cool,	High,	Strong
D2836,	Sunny,	Cool,	High,	Weak
D2837,	Overcast,	Hot,	Normal,	Strong
D2838,	Overcast,	Mild,	High,	Weak
D2839,	Rain,	Mild,	Normal,	Weak
D2840,	Sunny,	Cool,	High,	Weak
D2841,	Overcast,	Mild,	Normal,	Strong
D2842,	Sunny,	Cool,	Normal,	Weak
D2843,	Sunny,	Mild,	Normal,	Weak
D2844,	Rain,	Cool,	High,	Weak
D2845,	Rain,	Mild,	High,	Weak
D2846,	Sunny,	Hot,	High,	Weak
D2847,	Rain,	Cool,	Normal,	Weak
D2848,	Rain,	Cool,	Normal,	Strong
D2849,	Rain,	Hot,	High,	Weak
D2850,	Overcast,	Cool,	High,	Weak
D2851,	Rain,	Cool,	High,	Strong
D2852,	Sunny,	Mild,	Normal,	Weak
D2853,	Sunny,	Hot,	High,	Weak
D2854,	Sunny,	Hot,	High,	Weak
D2855,	Rain,	Cool,	Normal,	Strong
D2856,	Overcast,	Cool,	High,	Weak
D2857,	Sunny,	Cool,	Normal,	Weak
D2858,	Sunny,	Hot,	Normal,	Weak
D2859,	Sunny,	Mild,	Normal,	Strong
D2860,	Rain,	Mild,	High,	Strong
D2861,	Sunny,	Cool,	High,	Weak
D2862,	Overcast,	Cool,	High,	Strong
D2863,	Rain,	Mild,	High,	Strong
D2864,	Overcast,	Mild,	High,	Strong
D2865,	Sunny,	Cool,	Normal,	Strong
D2866,	Sunny,	Mild,	High,	Strong
D2867,	Sunny,	Mild,	Normal,	Weak
D2868,	Sunny,	Mild,	Normal,	Strong
D2869,	Overcast,	Mild,	High,	Strong
D2870,	Sunny,	Mild,	High,	Strong
D2871,	Overcast,	Hot,	Normal,	Weak
D2872,	Overcast,	Cool,	Normal,	Weak
D2873,	Sunny,	Mild,	High,	Strong
D2874,	Sunny,	Mild,	Normal,	Strong
D2875,	Sunny,	Hot,	Normal,	Strong
D2876,	Overcast,	Cool,	High,	Weak
D2877,	Overcast,	Mild,	Normal,	Weak
D2878,	Sunny,	Cool,	High,	Weak
D2879,	Overcast,	Cool,	Normal,	Weak
D2880,	Overcast,	Hot,	High,	Weak
D2881,	Overcast,	Mild,	High,	Weak
D2882,	Rain,	Hot,	Normal,	Strong
D2883,	Sunny,	Mild,	Normal,	Weak
D2884,	Sunny,	Cool,	High,	Strong
D2885,	Sunny,	Mild,	High,	Weak
D2886,	Rain,	Mild,	Normal,	Weak
D2887,	Overcast,	Hot,	Normal,	Weak
D2888,	Sunny,	Hot,	Normal,	Strong
D2889,	Overcast,	Cool,	High,	Strong
D2890,	Rain,	Hot,	Normal,	Strong
D2891,	Rain,	Cool,	High,	Strong
D2892,	Overcast,	Hot,	Normal,	Strong
D2893,	Rain,	Hot,	High,	Weak
D2894,	Sunny,	Mild,	High,	Strong
D2895,	Sunny,	Hot,	High,	Strong
D2896,	Overcast,	Hot,	Normal,	Strong
D2897,	Rain,	Hot,	Normal,	Strong
D2898,	Rain,	Mild,	Normal,	Weak
D2899,	Sunny,	Hot,	Normal,	Weak
D2900,	Rain,	Hot,	High,	Strong
D2901,	Rain,	Mild,	Normal,	Strong
D2902,	Rain,	Cool,	High,	Weak
D2903,	Sunny,	Mild,	Normal,	Weak
D2904,	Rain,	Cool,	Normal,	Strong
D2905,	Sunny,	Cool,	High,	Strong
D2906,	Rain,	Cool,	High,	Weak
D2907,	Sunny,	Cool,	High,	Strong
D2908,	Sunny,	Cool,	Normal,	Strong
D2909,	Rain,	Mild,	High,	Weak
D2910,	Overcast,	Mild,	High,	Strong
D2911,	Rain,	Hot,	High,	Weak
D2912,	Rain,	Hot,	High,	Strong
D2913,	Rain,	Mild,	High,	Strong
D2914,	Sunny,	Cool,	Normal,	Weak
D2915,	Rain,	Hot,	High,	Strong
D2916,	Rain,	Mild,	High,	Strong
D2917,	Sunny,	Hot,	Normal,	Strong
D2918,	Sunny,	Hot,	High,	Strong
D2919,	Overcast,	Cool,	Normal,	Weak
D2920,	Sunny,	Cool,	Normal,	Weak
D2921,	Overcast,	Hot,	Normal,	Weak
D2922,	Sunny,	Mild,	High,	Strong
D2923,	Overcast,	Mild,	Normal,	Strong
D2924,	Rain,	Mild,	High,	Strong
D2925,	Overcast,	Hot,	High,	Strong
D2926,	Overcast,	Hot,	Normal,	Strong
D2927,	Overcast,	Cool,	High,	Strong
D2928,	Overcast,	Hot,	Normal,	Strong
D2929,	Rain,	Mild,	Normal,	Strong
D2930,	Overcast,	Hot,	High,	Weak
D2931,	Rain,	Cool,	Normal,	Strong
D2932,	Overcast,	Cool,	Normal,	Strong
D2933,	Overcast,	Hot,	High,	Strong
D2934,	Sunny,	Cool,	Normal,	Strong
D2935,	Rain,	Mild,	High,	Weak
D2936,	Rain,	Cool,	High,	Weak
D2937,	Sunny,	Mild,	High,	Strong
D2938,	Rain,	Mild,	Normal,	Strong
D2939,	Overcast,	Hot,	Normal,	Weak
D2940,	Sunny,	Mild,	High,	Strong
D2941,	Overcast,	Mild,	Normal,	Weak
D2942,	Sunny,	Hot,	High,	Strong
D2943,	Sunny,	Mild,	High,	Weak
D2944,	Rain,	Mild,	High,	Weak
D2945,	Overcast,	Cool,	High,	Weak
D2946,	Sunny,	Mild,	Normal,	Strong
D2947,	Rain,	Mild,	High,	Weak
D2948,	Sunny,	Hot,	High,	Weak
D2949,	Sunny,	Cool,	Normal,	Weak
D2950,	Sunny,	Mild,	Normal,	Strong
D2951,	Rain,	Cool,	High,	Strong
D2952,	Overcast,	Cool,	High,	Weak
D2953,	Rain,	Mild,	High,	Strong
D2954,	Sunny,	Cool,	High,	Weak
D2955,	Overcast,	Hot,	High,	Strong
D2956,	Sunny,	Hot,	Normal,	Strong
D2957,	Sunny,	Cool,	High,	Weak
D2958,	Overcast,	Mild,	High,	Weak
D2959,	Rain,	Cool,	High,	Strong
D2960,	Sunny,	Cool,	Normal,	Strong
D2961,	Sunny,	Hot,	Normal,	Weak
D2962,	Sunny,	Mild,	High,	Strong
D2963,	Sunny,	Mild,	High,	Weak
D2964,	Sunny,	Cool,	High,	Strong
D2965,	Rain,	Hot,	High,	Strong
D2966,	Overcast,	Cool,	Normal,	Strong
D2967,	Rain,	Hot,	High,	Weak
D2968,	Sunny,	Mild,	Normal,	Weak
D2969,	Overcast,	Hot,	Normal,	Weak
D2970,	Sunny,	Cool,	High,	Strong
D2971,	Overcast,	Cool,	High,	Strong
D2972,	Sunny,	Hot,	High,	Weak
D2973,	Sunny,	Mild,	Normal,	Strong
D2974,	Sunny,	Hot,	Normal,	Strong
D2975,	Overcast,	Hot,	Normal,	Weak
D2976,	Sunny,	Cool,	High,	Weak
D2977,	Rain,	Hot,	High,	Strong
D2978,	Rain,	Mild,	Normal,	Weak
D2979,	Rain,	Hot,	Normal,	Strong
D2980,	Sunny,	Mild,	High,	Strong
D2981,	Sunny,	Cool,	Normal,	Weak
D2982,	Sunny,	Hot,	Normal,	Strong
D2983,	Sunny,	Hot,	High,	Strong
D2984,	Overcast,	Hot,	Normal,	Weak
D2985,	Sunny,	Cool,	Normal,	Strong
D2986,	Sunny,	Cool,	Normal,	Weak
D2987,	Sunny,	Hot,	Normal,	Weak
D2988,	Overcast,	Mild,	High,	Strong
D2989,	Overcast,	Hot,	High,	Weak
D2990,	Sunny,	Hot,	High,	Strong
D2991,	Overcast,	Hot,	High,	Strong
D2992,	Rain,	Mild,	High,	Weak
D2993,	Overcast,	Mild,	High,	Weak
D2994,	Overcast,	Hot,	High,	Strong
D2995,	Overcast,	Hot,	Normal,	Weak
D2996,	Overcast,	Hot,	Normal,	Strong
D2997,	Sunny,	Hot,	High,	Weak
D2998,	Sunny,	Hot,	Normal,	Strong
D2999,	Sunny,	Mild,	Normal,	Strong
D3000,	Sunny,	Hot,	High,	Strong
D3001,	Rain,	Cool,	Normal,	Weak
D3002,	Overcast,	Cool,	High,	Weak
D3003,	Overcast,	Hot,	Normal,	Strong
D3004,	Sunny,	Hot,	High,	Weak
D3005,	Overcast,	Mild,	Normal,	Strong
D3006,	Overcast,	Mild,	High,	Strong
D3007,	Overcast,	Cool,	Normal,	Weak
D3008,	Rain,	Cool,	Normal,	Weak
D3009,	Rain,	Cool,	Normal,	Strong
D3010,	Overcast,	Mild,	High,	Weak
D3011,	Sunny,	Cool,	High,	Strong
D3012,	Rain,	Cool,	High,	Strong
D3013,	Sunny,	Hot,	High,	Strong
D3014,	Sunny,	Cool,	Normal,	Weak
D3015,	Rain,	Cool,	Normal,	Strong
D3016,	Overcast,	Hot,	Normal,	Weak
D3017,	Overcast,	Cool,	High,	Weak
D3018,	Overcast,	Mild,	Normal,	Strong
D3019,	Overcast,	Hot,	High,	Weak
D3020,	Rain,	Cool,	High,	Strong
D3021,	Sunny,	Hot,	High,	Strong
D3022,	Rain,	Hot,	High,	Weak
D3023,	Sunny,	Mild,	Normal,	Strong
D3024,	Sunny,	Cool,	High,	Weak
D3025,	Rain,	Hot,	Normal,	Weak
D3026,	Sunny,	Cool,	High,	Weak
D3027,	Sunny,	Cool,	Normal,	Strong
D3028,	Sunny,	Mild,	High,	Weak
D3029,	Overcast,	Cool,	High,	Weak
D3030,	Overcast,	Hot,	High,	Weak
D3031,	Overcast,	Hot,	Normal,	Strong
D3032,	Rain,	Mild,	Normal,	Strong
D3033,	Overcast,	Hot,	High,	Strong
D3034,	Rain,	Cool,	Normal,	Weak
D3035,	Overcast,	Cool,	Normal,	Strong
D3036,	Overcast,	Cool,	High,	Weak
D3037,	Overcast,	Hot,	High,	Strong
D3038,	Overcast,	Mild,	High,	Weak
D3039,	Overcast,	Cool,	Normal,	Strong
D3040,	Overcast,	Hot,	High,	Strong
D3041,	Rain,	Hot,	High,	Weak
D3042,	Sunny,	Hot,	Normal,	Strong
D3043,	Rain,	Mild,	Normal,	Weak
D3044,	Overcast,	Hot,	Normal,	Strong
D3045,	Rain,	Mild,	High,	Strong
D3046,	Sunny,	Hot,	High,	Strong
D3047,	Overcast,	Mild,	High,	Strong
D3048,	Overcast,	Cool,	High,	Weak
D3049,	Rain,	Cool,	High,	Strong
D3050,	Rain,	Mild,	Normal,	Weak
D3051,	Sunny,	Hot,	High,	Strong
D3052,	Sunny,	Mild,	High,	Strong
D3053,	Sunny,	Cool,	High,	Weak
D3054,	Sunny,	Cool,	High,	Strong
D3055,	Rain,	Hot,	Normal,	Weak
D3056,	Overcast,	Hot,	Normal,	Strong
D3057,	Rain,	Mild,	Normal,	Strong
D3058,	Rain,	Cool,	Normal,	Weak
D3059,	Overcast,	Mild,	High,	Weak
D3060,	Overcast,	Cool,	High,	Strong
D3061,	Sunny,	Hot,	Normal,	Weak
D3062,	Rain,	Mild,	High,	Weak
D3063,	Sunny,	Cool,	High,	Weak
D3064,	Rain,	Hot,	Normal,	Weak
D3065,	Overcast,	Mild,	High,	Strong
D3066,	Overcast,	Cool,	High,	Strong
D3067,	Sunny,	Cool,	Normal,	Weak
D3068,	Sunny,	Cool,	High,	Weak
D3069,	Sunny,	Hot,	High,	Strong
D3070,	Rain,	Hot,	Normal,	Weak
D3071,	Sunny,	Mild,	High,	Strong
D3072,	Rain,	Hot,	High,	Weak
D3073,	Overcast,	Mild,	Normal,	Weak
D3074,	Sunny,	Cool,	Normal,	Strong
D3075,	Sunny,	Mild,	Normal,	Strong
D3076,	Rain,	Hot,	Normal,	Strong
D3077,	Sunny,	Mild,	High,	Weak
D3078,	Overcast,	Cool,	Normal,	Weak
D3079,	Sunny,	Hot,	High,	Strong
D3080,	Rain,	Hot,	Normal,	Strong
D3081,	Overcast,	Mild,	Normal,	Strong
D3082,	Overcast,	Hot,	Normal,	Strong
D3083,	Sunny,	Hot,	High,	Weak
D3084,	Sunny,	Hot,	High,	Strong
D3085,	Sunny,	Hot,	Normal,	Weak
D3086,	Rain,	Mild,	Normal,	Weak
D3087,	Overcast,	Hot,	High,	Strong
D3088,	Sunny,	Mild,	Normal,	Weak
D3089,	Overcast,	Hot,	High,	Strong
D3090,	Sunny,	Mild,	High,	Weak
D3091,	Rain,	Cool,	Normal,	Weak
D3092,	Rain,	Hot,	Normal,	Strong
D3093,	Sunny,	Hot,	High,	Weak
D3094,	Rain,	Mild,	Normal,	Strong
D3095,	Overcast,	Cool,	Normal,	Strong
D3096,	Overcast,	Mild,	Normal,	Weak
D3097,	Overcast,	Hot,	High,	Weak
D3098,	Rain,	Hot,	High,	Strong
D3099,	Rain,	Cool,	High,	Strong
D3100,	Overcast,	Mild,	High,	Strong
D3101,	Rain,	Cool,	High,	Weak
D3102,	Sunny,	Cool,	Normal,	Weak
D3103,	Sunny,	Mild,	Normal,	Strong
D3104,	Rain,	Mild,	High,	Strong
D3105,	Sunny,	Cool,	Normal,	Weak
D3106,	Overcast,	Cool,	Normal,	Strong
D3107,	Overcast,	Mild,	Normal,	Strong
D3108,	Sunny,	Mild,	High,	Weak
D3109,	Overcast,	Hot,	High,	Strong
D3110,	Sunny,	Cool,	Normal,	Weak
D3111,	Sunny,	Mild,	Normal,	Weak
D3112,	Sunny,	Cool,	High,	Weak
D3113,	Overcast,	Mild,	Normal,	Strong
D3114,	Rain,	Cool,	High,	Weak
D3115,	Overcast,	Mild,	High,	Strong
D3116,	Overcast,	Hot,	Normal,	Weak
D3117,	Overcast,	Cool,	High,	Weak
D3118,	Sunny,	Hot,	Normal,	Weak
D3119,	Rain,	Cool,	Normal,	Strong
D3120,	Overcast,	Cool,	High,	Strong
D3121,	Rain,	Mild,	High,	Weak
D3122,	Rain,	Cool,	High,	Strong
D3123,	Rain,	Hot,	High,	Weak
D3124,	Sunny,	Mild,	Normal,	Weak
D3125,	Sunny,	Hot,	High,	Strong
D3126,	Rain,	Mild,	Normal,	Weak
D3127,	Overcast,	Hot,	Normal,	Weak
D3128,	Overcast,	Hot,	Normal,	Strong
D3129,	Rain,	Hot,	Normal,	Strong
D3130,	Rain,	Mild,	Normal,	Weak
D3131,	Overcast,	Hot,	High,	Weak
D3132,	Sunny,	Hot,	High,	Strong
D3133,	Sunny,	Hot,	Normal,	Weak
D3134,	Overcast,	Mild,	Normal,	Weak
D3135,	Overcast,	Cool,	High,	Strong
D3136,	Rain,	Mild,	High,	Weak
D3137,	Rain,	Mild,	Normal,	Strong
D3138,	Rain,	Mild,	High,	Weak
D3139,	Overcast,	Mild,	High,	Weak
D3140,	Sunny,	Cool,	High,	Strong
D3141,	Overcast,	Hot,	Normal,	Strong
D3142,	Overcast,	Cool,	Normal,	Weak
D3143,	Overcast,	Mild,	Normal,	Strong
D3144,	Sunny,	Mild,	High,	Strong
D3145,	Sunny,	Hot,	Normal,	Strong
D3146,	Overcast,	Mild,	High,	Strong
D3147,	Overcast,	Hot,	High,	Weak
D3148,	Overcast,	Mild,	Normal,	Weak
D3149,	Rain,	Cool,	Normal,	Strong
D3150,	Rain,	Hot,	Normal,	Weak
D3151,	Rain,	Cool,	Normal,	Strong
D3152,	Overcast,	Hot,	Normal,	Strong
D3153,	Overcast,	Cool,	Normal,	Weak
D3154,	Overcast,	Hot,	Normal,	Weak
D3155,	Overcast,	Mild,	High,	Strong
D3156,	Overcast,	Hot,	Normal,	Strong
D3157,	Overcast,	Hot,	Normal,	Strong
D3158,	Sunny,	Hot,	Normal,	Strong
D3159,	Rain,	Mild,	High,	Strong
D3160,	Overcast,	Hot,	High,	Weak
D3161,	Overcast,	Mild,	Normal,	Strong
D3162,	Rain,	Cool,	Normal,	Weak
D3163,	Rain,	Cool,	High,	Weak
D3164,	Rain,	Hot,	Normal,	Strong
D3165,	Rain,	Cool,	Normal,	Strong
D3166,	Sunny,	Mild,	High,	Weak
D3167,	Rain,	Hot,	High,	Weak
D3168,	Rain,	Cool,	High,	Strong
D3169,	Rain,	Hot,	Normal,	Strong
D3170,	Sunny,	Cool,	Normal,	Strong
D3171,	Sunny,	Mild,	High,	Weak
D3172,	Sunny,	Cool,	High,	Strong
D3173,	Overcast,	Cool,	Normal,	Weak
D3174,	Sunny,	Cool,	Normal,	Weak
D3175,	Sunny,	Hot,	High,	Weak
D3176,	Rain,	Hot,	Normal,	Strong
D3177,	Rain,	Hot,	High,	Weak
D3178,	Rain,	Cool,	High,	Weak
D3179,	Sunny,	Mild,	High,	Weak
D3180,	Sunny,	Cool,	Normal,	Strong
D3181,	Overcast,	Hot,	High,	Strong
D3182,	Overcast,	Cool,	High,	Strong
D3183,	Overcast,	Cool,	High,	Strong
D3184,	Sunny,	Hot,	High,	Strong
D3185,	Overcast,	Cool,	High,	Strong
D3186,	Sunny,	Cool,	Normal,	Strong
D3187,	Overcast,	Hot,	Normal,	Weak
D3188,	Overcast,	Mild,	High,	Weak
D3189,	Overcast,	Mild,	High,	Strong
D3190,	Rain,	Hot,	Normal,	Weak
D3191,	Sunny,	Cool,	Normal,	Weak
D3192,	Rain,	Hot,	Normal,	Weak
D3193,	Sunny,	Cool,	High,	Weak
D3194,	Overcast,	Mild,	High,	Weak
D3195,	Sunny,	Cool,	Normal,	Weak
D3196,	Rain,	Cool,	Normal,	Strong
D3197,	Overcast,	Cool,	Normal,	Strong
D3198,	Overcast,	Cool,	High,	Strong
D3199,	Overcast,	Hot,	High,	Weak
D3200,	Overcast,	Mild,	Normal,	Strong
D3201,	Overcast,	Cool,	Normal,	Weak
D3202,	Rain,	Mild,	Normal,	Strong
D3203,	Overcast,	Cool,	Normal,	Weak
D3204,	Overcast,	Mild,	High,	Weak
D3205,	Rain,	Mild,	Normal,	Strong
D3206,	Sunny,	Cool,	High,	Weak
D3207,	Overcast,	Cool,	High,	Weak
D3208,	Overcast,	Hot,	High,	Strong
D3209,	Sunny,	Mild,	High,	Strong
D3210,	Sunny,	Cool,	High,	Weak
D3211,	Rain,	Mild,	High,	Weak
D3212,	Rain,	Mild,	Normal,	Strong
D3213,	Sunny,	Cool,	Normal,	Weak
D3214,	Sunny,	Mild,	Normal,	Weak
D3215,	Rain,	Cool,	High,	Strong
D3216,	Sunny,	Mild,	Normal,	Strong
D3217,	Rain,	Cool,	High,	Weak
D3218,	Overcast,	Mild,	Normal,	Strong
D3219,	Sunny,	Hot,	High,	Strong
D3220,	Sunny,	Cool,	High,	Weak
D3221,	Rain,	Hot,	High,	Weak
D3222,	Overcast,	Mild,	High,	Weak
D3223,	Sunny,	Cool,	Normal,	Weak
D3224,	Overcast,	Hot,	Normal,	Weak
D3225,	Rain,	Mild,	High,	Strong
D3226,	Sunny,	Cool,	Normal,	Weak
D3227,	Sunny,	Mild,	High,	Weak
D3228,	Overcast,	Cool,	High,	Weak
D3229,	Rain,	Cool,	Normal,	Weak
D3230,	Sunny,	Mild,	Normal,	Weak
D3231,	Sunny,	Mild,	High,	Strong
D3232,	Rain,	Mild,	High,	Strong
D3233,	Sunny,	Cool,	Normal,	Strong
D3234,	Overcast,	Mild,	Normal,	Strong
D3235,	Sunny,	Mild,	High,	Strong
D3236,	Rain,	Mild,	Normal,	Strong
D3237,	Rain,	Hot,	High,	Strong
D3238,	Sunny,	Cool,	High,	Weak
D3239,	Sunny,	Hot,	Normal,	Strong
D3240,	Sunny,	Mild,	High,	Weak
D3241,	Overcast,	Cool,	Normal,	Weak
D3242,	Rain,	Hot,	Normal,	Weak
D3243,	Rain,	Mild,	High,	Weak
D3244,	Rain,	Mild,	High,	Weak
D3245,	Rain,	Cool,	High,	Weak
D3246,	Overcast,	Hot,	Normal,	Strong
D3247,	Overcast,	Hot,	Normal,	Strong
D3248,	Rain,	Mild,	Normal,	Weak
D3249,	Rain,	Hot,	High,	Weak
D3250,	Sunny,	Hot,	Normal,	Strong
D3251,	Rain,	Hot,	High,	Weak
D3252,	Sunny,	Mild,	High,	Weak
D3253,	Sunny,	Cool,	Normal,	Weak
D3254,	Overcast,	Mild,	High,	Strong
D3255,	Overcast,	Mild,	Normal,	Strong
D3256,	Sunny,	Hot,	High,	Strong
D3257,	Sunny,	Hot,	High,	Weak
D3258,	Sunny,	Hot,	High,	Weak
D3259,	Overcast,	Mild,	High,	Weak
D3260,	Overcast,	Hot,	High,	Weak
D3261,	Sunny,	Cool,	High,	Strong
D3262,	Rain,	Hot,	Normal,	Strong
D3263,	Overcast,	Mild,	Normal,	Weak
D3264,	Rain,	Hot,	High,	Weak
D3265,	Overcast,	Hot,	High,	Weak
D3266,	Sunny,	Hot,	Normal,	Weak
